label,comment,nonsw
3.0,cái kiểu ăn quỵt trắng trợn như vậy mà không ai lên tiếng,kiểu quỵt trắng trợn tiếng
3.0,trump có vẻ chả biết gì về lạnh đạo đất nước,trump chả lạnh đạo đất
3.0,đổ lỗi cho thời tiết là vô trách nhiệm,đổ lỗi thời tiết vô trách nhiệm
3.0,trả tiền nước sạch mà nhận lại nước bẩn,tiền sạch bẩn
3.0,trẻ con phải tắm nước vàng khè đau cả người,trẻ tắm vàng khè đau
3.0,ok em đã nghĩ ra mình cần làm gì để thay đổi hiện tại rồi cám ơn anh,ok cám ơn
3.0,toi thích cuoc song xa hoi nhu bac triệu tien vay la tot nhat xa hoi yen binh moi người binh dang cong bang,toi thích cuoc song hoi nhu bac triệu tien vay la tot nhat hoi yen binh moi binh dang cong bang
3.0,chiến tranh chỉ mang lại đau thương,chiến tranh đau thương
3.0,nhà đầu tư lớn bắt tay môi giới làm giá,đầu tư bắt môi giới giá
3.0,nói mãi mà không làm được gì,mãi
3.0,ai sẽ trả lại công bằng cho dân,công dân
3.0,trời chắc tôi xỉu sao idol tôi xinh vậy trời lvd,trời xỉu sao idol xinh trời lvd
3.0,môi giới thổi giá rồi rút lui dân ôm nợ,môi giới thổi giá rút lui dân ôm nợ
3.0,ai cũng có nỗi buồn và tôi cãng vậy,nỗi buồn cãng
3.0,cái kết đắng khi hỏi vặn cha xứ việt nam,kết đắng vặn xứ việt nam
3.0,cần xử lí hình sự để răn đe kẻ khác,xử lí hình răn đe kẻ
3.0,tôi giặt đồ bằng nước máy mà áo trắng thành áo xám,giặt đồ máy áo trắng thành áo xám
3.0,bố con điên,bố điên
3.0,tất cả hàng giả hàng kém chất lượng hàng độc hại được tung ra thị trường đều nguy hại đến sức khoẻ người tiêu dùng có cả trê em đó là đồ ác tâm mà chỉ phạt hành chánh là không được các ông ạ vài ba trăm triệu không ăn thua như gãi ngứa nên phạt thật mạnh bỏ tù hai ba mươi năm đi thử coi việt nam sạch sẽ không mấy ông cứ nói nhân đạo với tụi vô nhân đạo rồi ntd là con dân chịu hết,hàng giả hàng kém chất hàng độc hại tung thị trường nguy hại sức khoẻ tiêu trê đồ ác tâm phạt hành chánh trăm triệu thua gãi ngứa phạt tù hai mươi đi thử coi việt nam sạch mấy nhân đạo tụi vô nhân đạo ntd dân
3.0,nên đóng kênh này vĩnh viễn đi,đóng kênh vĩnh viễn đi
3.0,nếu không được nâng đỡ làm sao chúng nó hoạt động được một cách to lớn thế,nâng đỡ hoạt động to
3.0,pháp luật phải nghiêm minh hơn,pháp luật nghiêm minh
3.0,pl việt nam chế độ hôn nhân vợ chồng nếu vợ ngoại tình gia đình tan nát bị kiện thì thằng tình nhân kia cũng chỉ bị phạt thật bất công,pl việt nam chế độ hôn nhân vợ chồng vợ ngoại tình gia đình tan nát kiện thằng tình nhân kia phạt bất công
3.0,kênh này luôn nói tâm bây biết rõ thì nói không biết thì im lặng nói bậy để câu lay anh,kênh tâm bây im lặng bậy câu lay
3.0,lừa đảo lòng tốt của hàng triệu người,lừa đảo hàng triệu
3.0,nhiều người tay trắng vì đổ tiền vào đất dự án ma,trắng đổ tiền đất dự án ma
3.0,làm fan bao năm mà giờ phản bội thế,fan bao phản bội
3.0,tổ sư đứa nào làm lên video này mày rồi quả báo đến sớm thôi,tổ sư đứa video mày báo
3.0,mẹ đẹp và dịu dàng vãi lon,mẹ đẹp dịu dàng vãi lon
3.0,em đang tuổi khủng hoảng nặng nề em cứ lo lắng học không được em cứ lo phí tiền của mẹ bùa thì nghèo mà em không cố gắng được cứ học mà có được đâu thế nên em bị tâm lí không bt làm sao đôi lúc em muốn đối diện với cái chết nhưng em không đủ dũng cảm với cả em cũng nghĩ lo cho mẹ nên em không bt phải lmj với cuộc đời mình cả,khủng hoảng nề lo lắng học lo phí tiền mẹ bùa nghèo cố gắng học tâm lí bt đôi đối diện chết dũng cảm lo mẹ bt lmj đời
3.0,tính sai sai nha mới đúng,sai sai nha
3.0,có luật nhưng không xử thì để làm gì,luật xử
3.0,thằng h này nghiệp nặng,thằng h nghiệp
3.0,ông ấy rất tự tin sẽ chiến thắng phương tây,chiến thắng phương tây
3.0,đội bóng không chịu thay đổi tư duy,đội bóng tư
3.0,cò thổi giá rồi bán tháo để lại bãi đất trống hoang hóa,cò thổi giá tháo bãi đất trống hoang hóa
3.0,chất kích thích không phạm pháp nhé,chất kích thích phạm pháp
3.0,sự bất công này kéo dài quá lâu,bất công kéo
3.0,báo chó người ta còn sống sờ sờ mà đăng vớ vẩn địt mẹ bọn vớ vẩn,báo chó ta sống sờ sờ đăng vớ vẩn địt mẹ bọn vớ vẩn
3.0,thật tuyệt vời biết ơn kênh đã chia sẻ cách học hỏi những người thành công có những thói quen kiên trì,tuyệt vời ơn kênh học thành công thói quen kiên trì
3.0,chúc em ấy có nhiều sức khỏe,chúc sức khỏe
3.0,không thể tha thứ,tha
3.0,bao nhiêu lần rồi vẫn không thấy thay đổi,bao nhiêu lần rồi vẫn không thấy thay đổi
3.0,bán độ là không thể chấp nhận,độ chấp
3.0,cảm ơn add vì đã trích dẫn những câu nói hay ý nghĩa thực sự có giá trị càng nghe càng thấm,cảm ơn add trích câu hay nghĩa thấm
3.0,diễn mãi không biết ngượng,diễn mãi ngượng
3.0,đội bóng làm fan thất vọng lần nữa,đội bóng fan thất vọng
3.0,chết kỳ nầy bà chết rồi,chết kỳ nầy chết
3.0,triết lý tinh hoa mà ra thông tin như ăn cướp,triết lý tinh hoa thông cướp
3.0,mỗi ngày nhìn công trình mục nát mà tức,công trình mục nát tức
3.0,đạo đức xuống cấp lâu rồi,đạo đức
3.0,tổn thương nhất là khi làm quan tâm người ta hết mức nhưng bt họ sẽ không bao h đáp lại,tổn thương ta bt bao h đáp
3.0,bé huyền tui sợ bị rối loạn dây thần kinh sợ họ đánh vào đầu bé mới bị như vậy mẹ tui ba tui cũng đánh vào đầu từ đó tới giờ mẹ tui cũng bị giống em này bệnh này mình càng nhẹ nhàng với họ để họ không suy nghĩ những chuyện không vui p có người ở bên cạnh tâm sự nhẹ nhàng,bé huyền tui sợ rối loạn dây thần kinh sợ đánh đầu bé mẹ tui tui đánh đầu mẹ tui bệnh nhẹ nhàng suy vui p tâm nhẹ nhàng
3.0,ca sĩ như vậy không nên quay lại,ca sĩ
3.0,mồm lên da non à mà nói điêu vậy,mồm da non điêu
3.0,người dân vùng ven bị đẩy giá điện nước theo giá đất,dân ven đẩy giá điện giá đất
3.0,này là bình thường dữ chx,bình chx
3.0,đừng đổ lỗi cho ai khác,đừng đổ lỗi
3.0,nhìn cứ như là pháo hoa ấy,pháo hoa
3.0,một lũ ăn xin cũng đi từ thiện,lũ đi thiện
3.0,toàn tin bẩn,toàn bẩn
3.0,mỗi lần đội bóng ra sân là thêm thất vọng,đội bóng sân thất vọng
3.0,thế mà chả làm gì được triều tiên cuối cùng là chí phèo có hạt nhân mỹ cũng kiềng không làm gì được khi công dân mình bị gián tiếp giết,chả triều tiên chí phèo hạt nhân mỹ kiềng công dân gián tiếp giết
3.0,không thể chấp nhận sự im lặng của chính quyền,chấp im lặng quyền
3.0,em cũng vậy tháng được người tỏ tình mười mấy lần rồi,tỏ tình mười mấy
3.0,bình thường mấy cái phim khác là nó sẽ lấy nhân vật chính bị ma quỷ hại mà giờ sao cái cảnh này thấy nó sai sai á,bình mấy phim nhân vật ma quỷ hại sao cảnh sai sai
3.0,bao nhiêu trẻ em sẽ bị ảnh hưởng nữa,trẻ ảnh hưởng
3.0,ăn quỵt rồi còn livestream khoe mẽ,quỵt livestream khoe mẽ
3.0,có ai nghĩ đến nỗi đau của người nhận không,nỗi đau
3.0,sao không tông nó đi,sao tông đi
3.0,được rồi,được rồi
3.0,bịa đặt để phá hoại sự nghiệp người khác,bịa phá hoại nghiệp
3.0,ngay từ đầu mẹ chồng đã khó chịu gặp thằng người yêu không bản lĩnh vậy thì sống sao được thể nào khi sống chung ít nhiều có va chạm chồng nhu nhược không bảo vệ được vợ đâu,đầu mẹ chồng thằng yêu bản lĩnh sống sao thể sống va chạm chồng nhu nhược bảo vệ vợ
3.0,đường ray rỉ sét trước ngày chạy thử,đường ray rỉ sét chạy thử
3.0,cả làng bị lừa mua đất dự án ma,làng lừa mua đất dự án ma
3.0,cần làm rõ mọi khoản thu chi từ thiện,khoản thu chi thiện
3.0,dân phản ánh hàng năm trời nhưng không thấy cải thiện,dân phản ánh hàng trời cải thiện
3.0,không bất công đâu vì bạn đã ngoại rất dã man với người chồng người tình cũ,bất công ngoại dã man chồng tình cũ
3.0,tuội mày chết đoạ địa ngục,tuội mày chết đoạ địa ngục
3.0,ta i sao la i lây gâ u panda biê u tươ người cu anh ta u khư anh quán ăn việt nam ma,ta i sao la i lây gâ u panda biê u tươ cu ta u khư quán việt nam ma
3.0,người tố cáo lại là người chịu thiệt,tố cáo thiệt
3.0,mỗi lần có tin làm sân bay là giá đất tăng vù vù,sân bay giá đất vù vù
3.0,tại sao cứ để người dân ăn thực phẩm độc hại,dân thực phẩm độc hại
3.0,thử hỏi nếu người nhà mấy ông lãnh đạo dùng nước này thì sao,thử mấy lãnh đạo sao
3.0,haha việt nam vô địch,haha việt nam vô địch
3.0,mọi người cần tỉnh táo khi đóng góp,tỉnh táo đóng góp
3.0,cố chấp không chịu nhận sai,cố chấp sai
3.0,sự thật bị che giấu,che giấu
3.0,xúc xắc xúc sẻ cô ta ch t trẻ xác trẽ làm đôiđầu ở nơithân ở một nẻo,xúc xắc xúc sẻ ta ch t trẻ xác trẽ đôiđầu nơithân nẻo
3.0,máy ong mấy bà sao mà ham lấy nhau bậy bạ vậy không có não à lay vậy hanh dien dử chưa mấy me việt nam và dung sĩ anh hùng laj luôn,máy ong mấy sao ham bậy bạ não lay hanh dien dử chưa mấy me việt nam dung sĩ hùng laj
3.0,lúc cần minh bạch thì lại né tránh,minh bạch né
3.0,quê tôi bo lau rồi,quê bo lau
3.0,ủ trường em mà,ủ trường
3.0,ai cho phép bán thuốc giả trên thị trường,phép thuốc giả thị trường
3.0,tôi thực sự thất vọng về cách xử lý,thất vọng
3.0,càng nghĩ càng tức vì sự thờ ơ,tức thờ
3.0,bì thi là gì v,bì thi v
3.0,chiet tan goc nha san xuất d,chiet tan goc nha san xuất d
3.0,sai lại pr cho tư bản thế này,sai pr tư bản
3.0,bị giật điện nên thế,giật điện
3.0,loai đan ban nay ăn uông the nay chăc sau nay cung chăng ra gi,loai đan ban uông the chăc cung gi
3.0,tù chung thân cho hồ linh tinh ác tâm hung dữ,tù thân hồ linh tinh ác tâm hung
3.0,thức ăn ở ấn độ là đồ ăn chay,thức ấn độ đồ chay
3.0,chú công an cũng từng là trẻ con mà tại sao lại không hiểu,công an trẻ
3.0,ngay cả việt kiều tại mỹ nói ăn tầm bậy tại twitter,việt kiều mỹ tầm bậy twitter
3.0,đánh người trước mặt mọi người mà vẫn không sợ,đánh mặt sợ
3.0,mong phap luat su nghiem that nang vao bon mat duc nay boi vi cac con be qua vi miu sinh cuoc song bo me phai di lam kiem an gui be kho qua phat nang vao khong nhu nho voi bon ac quy nay,mong phap luat su nghiem that nang vao bon mat duc boi vi cac be vi miu sinh cuoc song bo me phai di lam kiem an gui be kho phat nang vao khong nhu nho voi bon ac quy
3.0,tao bị bể đầu vì cho chơi này,tao bể đầu
3.0,cuộc sống xa quê khổ lắm kiếm được đồng tiền thì phải đánh đổi nhiều thứ lắm nhất là phải xa gia đình,sống quê khổ lắm kiếm đồng tiền đánh đổi lắm gia đình
3.0,tc vẫn giọng kẻ cả có là có mà không là không hk không nên chấp nhận bởi vì tc luôn là hiểm họa cho hk chúng hay chơi trò tiểu nhân không xứng tầm chơi vơi hk,tc giọng kẻ hk chấp tc hiểm họa hk hay trò tiểu nhân xứng tầm vơi hk
3.0,chuyện gì cũng đổ cho dân là sao,đổ dân sao
3.0,thắng thua không rõ ràng chỉ thấy loạn,thắng thua ràng loạn
3.0,can thiệp chuyện tình cảm riêng tư của con cái để mong nó có tâm hồn méo mó thế giới quan nhân sinh quan như bố mẹ người bảo dưỡng,can thiệp tình cảm tư mong tâm hồn méo mó giới quan nhân sinh quan bố mẹ bảo dưỡng
3.0,sao không xử nghiêm để răn đe,sao xử nghiêm răn đe
3.0,bé mới sinh đã bị ảnh hưởng do sữa giả,bé sinh ảnh hưởng sữa giả
3.0,phản bội tình cảm người theo dõi,phản bội tình cảm dõi
3.0,xem clip mà tức không chịu được,clip tức
3.0,đưng cho vợ đi theo quay video không muốn coi,đưng vợ đi video coi
3.0,sem phim sơ vờ cờ lờ,sem phim sơ vờ cờ lờ
3.0,hành động đó là phản bội lòng tin,hành động phản bội
3.0,người dân phải chịu thiệt vì sự vô trách nhiệm,dân thiệt vô trách nhiệm
3.0,nói thật nhe tôi xem kênh lâu rồi khẳng định là thông tin kịp thời chất lượng nhưng dạo gần đây cbd hay ghi mấy cái tiêu đề nhằm câu like giống mấy cái kênh khác có cần thiết không chân trọng,nhe kênh thông kịp thời chất dạo cbd hay ghi mấy tiêu đề câu like mấy kênh thiết chân trọng
3.0,cả đội đáng bị chỉ trích,đội trích
3.0,người dân bị bỏ mặc giữa lằn ranh chiến tranh,dân mặc lằn ranh chiến tranh
3.0,giết người như vậy mà bảo là tai nạn thì ai tin nổi,giết bảo tai nạn nổi
3.0,gia đình đồ tể,gia đình đồ tể
3.0,tôi đã quá mệt mỏi vì bất công,mệt mỏi bất công
3.0,đánh ghen chi cho mệt xác cho nó một đơn ly hôn nó sai trước thì cho nó đi tay trắng là xong,đánh ghen chi mệt xác đơn ly hôn sai đi trắng xong
3.0,ông nghĩ mấy đứa có chịu lắng nghe ông không,mấy đứa lắng
3.0,đừng để như indonesia là được rồi,đừng indonesia
3.0,xem bóng đá mà thấy toàn cú sút hỏng,bóng đá toàn cú sút hỏng
3.0,phải công bố đầy đủ thu chi từ thiện,công bố thu chi thiện
3.0,dự án treo hàng chục năm đất hoang phí mà vẫn không hoàn trả,dự án treo hàng chục đất hoang phí hoàn
3.0,liên kết cái con khỉ gì bọn tàu nói láo lươn lẹo chỉ có cách thay thế người trung quốc bằng loài vật khác mới mong có sự trung thực nhưng những người thông minh chắc đã sớm nhận ra điều này,liên kết khỉ bọn tàu láo lươn lẹo thay trung quốc loài vật mong trung thực thông minh
3.0,vãi hay thiệt chứ,vãi hay thiệt
3.0,duyên đến duyên đi định sẵn rồi chỉ cần tâm thiện sẽ an vui lợi danh thoảng nhẹ như mây khói tự tại thong dong với nụ cười,duyên duyên đi định sẵn tâm thiện an vui lợi danh thoảng nhẹ mây khói thong dong nụ cười
3.0,người làm sai cần bị vạch trần,sai vạch trần
3.0,khổ dân,khổ dân
3.0,cô gái tuổi nghe đã thấy lanh chanh thảo nào mẹ bạn trai không thích là đúng,gái lanh chanh mẹ trai thích
3.0,lại thêm một vụ đánh người giữa ban ngày,vụ đánh ban
3.0,loài cầm thú không phải người,loài cầm thú
3.0,xem hay vãiiiiiiiii,hay vãiiiiiiiii
3.0,chị biên tập cưng dị không phải con heo đó,biên tập cưng dị heo
3.0,nước bẩn mà không ai xử lý ai chịu trách nhiệm,bẩn trách nhiệm
3.0,người nổi tiếng cũng phải có đạo đức,nổi tiếng đạo đức
3.0,thực phẩm ngoài chợ không còn gì đáng tin,thực phẩm chợ
3.0,mất hết niềm tin,mất niềm
3.0,trời mưa tới cũng là một tuổi thơ ùa về,trời mưa thơ ùa
3.0,phụ nữ ở dưới cũng giống nhau ở trên cũng vậy chỉ khác trái tim và cái đầu vậy mà mấy cha ngoại tình chắc do thích sugar mấy bà vợ bà mẹ ở nhà vừa cơm nước giặt giũ vừa chợ búa nấu nướng vừa con cái học hành rồi áp lực cuộc sống nói không nên lời làm gì mà sugar nổi mấy cha hiểu dùm con cho đở,phụ nữ trái tim đầu mấy ngoại tình thích sugar mấy vợ mẹ cơm giặt giũ chợ búa nấu nướng học hành áp lực sống sugar nổi mấy dùm đở
3.0,thật sự không thể chấp nhận được,chấp
3.0,thằng ru ri go phải đấm,thằng ru ri go đấm
3.0,cả nền kinh tế sụp đổ toàn cầu trẻ kg ai muốn lập gia đình kẻ cả sinh con khốn kiếp sinh con để đem con dân đi lính chết thảm còn bọn ác nó đâu gì nó đã tự ẩn kỷ rồi chỉ là con dân khổ mà thôi kg ai quan tâm đất nc ra sau vì toàn là ác quan cai trị muôn dân đến tàn mạt quốc gia nào cũng lụng bại thôi đi dẹp hết người dân kg ngu đâu tc họ đã tự biết bảo vệ chính họ rồi làm cài cho cố chỉ là nộp thuế cho thế chế tàn ác người dân tc chỉ là nô lệ của sự tàn ác,kinh tế sụp đổ toàn cầu trẻ kg lập gia đình kẻ sinh khốn kiếp sinh đem dân đi lính chết thảm bọn ác ẩn kỷ dân khổ kg đất nc toàn ác quan cai trị muôn dân tàn mạt quốc gia lụng bại đi dẹp dân kg ngu tc bảo vệ cài cố nộp thuế chế tàn ác dân tc nô lệ tàn ác
3.0,khoan đã nào sao lại giống như cái trước vậy,khoan sao
3.0,xâm phạm đời tư là sai,xâm phạm đời tư sai
3.0,mạnh dạn dự đoán con anh còn lại đang run cầm cập không dám bay nữa nếu không nga đã không tung lượng lớn uav ra để trinh sát như thế này,dạn dự đoán run cầm cập dám bay nga tung uav trinh sát
3.0,không thể che giấu sự thật mãi,che giấu mãi
3.0,nước chảy nhỏ giọt sinh hoạt khốn khổ,chảy giọt sinh hoạt khốn khổ
3.0,ngụy biện đủ kiểu,ngụy biện kiểu
3.0,bao năm hình tượng giờ tan nát,bao hình tượng tan nát
3.0,thua cũng không có gì phải buồn buồn cười,thua buồn buồn cười
3.0,chính xác không sai,xác sai
3.0,trường của con tên là trường th và thcs trung hưng khi học tiếng anh khi đang cắm điện bị đứt khi nổ,trường trường th thcs trung hưng học tiếng cắm điện đứt nổ
3.0,đội bóng thua vì chiến thuật kém,đội bóng thua chiến thuật kém
3.0,co than kinh moi lai cho may người co tung nhung vi deo nhu vay bao sao xa hoi khong loan con tre khong hư toi hoan toan phan doi nhung bo phim nhu vay,co than kinh moi lai may co tung nhung vi deo nhu vay bao sao hoi khong loan tre khong hư toi hoan toan phan doi nhung bo phim nhu vay
3.0,đừng dạy đời khi mình cũng không sạch,đừng dạy đời sạch
3.0,tôi mong anh ấy yêu người anh muốn nhé anh là cuộc đời của em,mong yêu đời
3.0,xin chia buồn với gia đình chị ạ,chia buồn gia đình
3.0,con này dễ cong vờ cờ lờ,cong vờ cờ lờ
3.0,tại sao người sai không bị xử lý,sai
3.0,hay là bọn nó đốt trường nhỉ thôi bạy bạ quá,bọn đốt trường bạy bạ
3.0,ra luật phạt nhiều quá giờ làm gì dân cũng không tin phải thể hiện thấy mệt,luật phạt dân thể hiện mệt
3.0,không còn gì để bênh nữa rồi,bênh
3.0,chỉ biết kêu gọi rồi im lặng,kêu gọi im lặng
3.0,những loại ngoại tình này o thể chắp nhận được phục nữ o tha là đúng vì ảnh hưởng tới con,ngoại tình o thể chắp phục nữ o tha ảnh hưởng
3.0,chắc là chú hề,hề
3.0,sao có thể vô cảm trước tội ác như vậy,sao vô cảm tội ác
3.0,thanh tra thì kết luận nhẹ nhàng,tra kết luận nhẹ nhàng
3.0,đi tu mà phát ngôn nge không lọt tai tu mà đạt đến thắng lợi,đi tu phát ngôn nge lọt tai tu thắng lợi
3.0,cư xử thiếu chuyên nghiệp,cư xử chuyên nghiệp
3.0,em chưa có người yêu ế vờ cờ lờ,yêu ế vờ cờ lờ
3.0,pháp luật đâu rồi sao cứ để người dân sợ hãi,pháp luật dân sợ hãi
3.0,xấu thế mà bảo đẹp,xấu bảo đẹp
3.0,không thể chấp nhận thực phẩm giả tràn lan,chấp thực phẩm giả tràn lan
3.0,hãy loại con này ra khỏi xã hội,xã hội
3.0,dự án metro giờ như đống sắt vụn,dự án metro đống sắt vụn
3.0,chua gap,chua gap
3.0,oan ức du làm phải không ăn bao nhiêu ngân ty đóng mà còn oán úc du vậy,oan ức du ngân ty đóng oán úc du
3.0,áo xanh làm mát mùa hè nè,áo xanh mát mùa hè nè
3.0,tại sao lại để thuốc giả tràn lan,thuốc giả tràn lan
3.0,xe bus tầng của arsenal đang chờ kền đần đóng vòm là đóng hòm luôn nhé,xe bus tầng arsenal chờ kền đần đóng vòm đóng hòm
3.0,this youtuber has spread spam and false information aimed at misleading the unsuspecting viewers for the sake of gaining views and likes he has achieved the gold creator award recently i respectfully request the youtube management team to review this matter thank you,this youtuber has spread spam and false information aimed at misleading the unsuspecting viewers for the sake of gaining views and likes he has achieved the gold creator award recently i respectfully request the youtube management team to review this matter thank you
3.0,loại này cứ tre cổ vài đứa thì hếtv ngay,tre cổ đứa hếtv
3.0,mong rang phap luat nen xu nghiem de ran de ke khac,mong rang phap luat nen xu nghiem de ran de ke khac
3.0,lên xem nó ăn mà nó được tiền không có ích cho xã hội,tiền ích xã hội
3.0,người dân đã chịu quá nhiều thiệt thòi,dân thiệt thòi
3.0,sao không cắt nhỏ bom hạt nhân ra chia mỗi người dân một ít,sao cắt bom hạt nhân chia dân
3.0,làm xong rồi bỏ hoang cả năm,xong hoang
3.0,từ khi mình còn rất nhỏ mình đã có các dấu hiệu về tâm lí mình rất mệt nhưng mình lại chẳng thể làm gì ngày nào cũng là một ngày bất ổn muốn tức giận nhưng chẳng biết tuôn trào ở đâu,dấu hiệu tâm lí mệt chẳng thể bất ổn tức giận chẳng tuôn trào
3.0,tội đánh người phải bị xử thật nghiêm,tội đánh xử nghiêm
3.0,quan chức chỉ biết chia chác ngân sách,quan chức chia chác ngân sách
3.0,lạc đề treo đầ dê,lạc đề treo đầ dê
3.0,thằng này thực su da man,thằng thực su da man
3.0,sợ câu chuyện sợ cái nhạc,sợ câu sợ nhạc
3.0,bỏ bê trách nhiệm,bê trách nhiệm
3.0,chú rể giống anh tui quá,rể tui
3.0,kệ fan miễn có tiền,kệ fan miễn tiền
3.0,kẻ ăn chặn phải trả giá thật đắt,kẻ chặn giá đắt
3.0,tàu cộng miệng thì với việt nam chúng ta làm việc với nhau trong tình hữu nghị nhưng trong lòng lúc nào cũng có ý ăn hiếp và chiếm đoạt,tàu cộng miệng việt nam tình hữu nghị hiếp chiếm đoạt
3.0,đã không có tính cách yêu trẻ mềm mỏng thì đừng làm nghề này hại xã hội và chính mình,yêu trẻ mềm mỏng đừng nghề hại xã hội
3.0,cr phá được rồi thì không nhắc cái dớp để câu view thì có,cr phá nhắc dớp câu view
3.0,bắt luôn kẻ nào cản ngăn thi hành công vụ,bắt kẻ cản ngăn thi hành công vụ
3.0,thầy đói cũng mắng có người theo nấu cũng mắng là sao,thầy đói mắng nấu mắng sao
3.0,phương tây mơ hồ,phương tây mơ hồ
3.0,cả chục năm rồi chưa xong dự án,chục chưa xong dự án
3.0,chỉ giỏi diễn sâu,giỏi diễn sâu
3.0,thất vọng vì truyền thông im lặng,thất vọng truyền thông im lặng
3.0,lồn minh trọng bán độ rõ,lồn minh trọng độ
3.0,có ai đang xem không,có ai đang xem không
3.0,càng nổi tiếng càng tệ,nổi tiếng tệ
3.0,tụi nầy ác quá cần xử lí thật nghiêm,tụi nầy ác xử lí nghiêm
3.0,nhiều khi người dân chỉ biết nhìn thấy cái trước mắt mà hành động ngu muội,dân mắt hành động ngu muội
3.0,không thể hiểu nổi đội bóng chơi kiểu gì,nổi đội bóng kiểu
3.0,nước có màu nâu đỏ mà bảo là do ống sắt cũ,màu nâu đỏ bảo ống sắt cũ
3.0,ngày trước nhìn gương mặt đẹp rạng ngời ai cũng mơ ước tiền nhiều để làm gì sung xướng trên mồ hôi nước mắt của biêys bao người dân nghèo khổ tòa án lương tâm cán cân công lí sử cho đúng người đúng tội đằng nào cũng chết chết sớm đỡ nhục,gương mặt đẹp rạng ngời mơ ước tiền sung xướng mồ hôi mắt biêys bao dân nghèo khổ tòa án lương tâm cán cân công lí sử tội đằng chết chết đỡ nhục
3.0,dân bắt hàn chưa ăn được thịt heo quay là còn khổ dài dài,dân bắt hàn chưa thịt heo khổ
3.0,tiền thuế dân bị tham nhũng trắng trợn,tiền thuế dân tham nhũng trắng trợn
3.0,dự án nghìn tỷ nhưng không ai đi,dự án nghìn tỷ đi
3.0,lớp học đâu như cái chợ vậy,lớp học chợ
3.0,bọn này đều có bảo kê đó,bọn bảo kê
3.0,nước sinh hoạt đục ngầu mà báo cáo vẫn ghi đạt chuẩn,sinh hoạt đục ngầu báo cáo ghi chuẩn
3.0,đừng dẫn dắt dư luận nghiệp báo cũng lãnh đủ đấy triết lý nhân sinh gì ở đây,đừng dắt dư luận nghiệp báo lãnh đấy triết lý nhân sinh
3.0,nvc ngu một cách khó hiểu,nvc ngu
3.0,những thằng mê gái thì tốt nhất là ly dị nếu tha thứ cho nó lần này thì suốt đời đời đi đáng ghen tiếp thôi,thằng mê gái ly dị tha suốt đời đời đi ghen tiếp
3.0,xem đội tuyển mà phát chán,đội tuyển phát chán
3.0,sỏ thât bon buôn người nôi tang,sỏ thât bon buôn nôi tang
3.0,không phải cháy chắc hôm nay thứ tư có đấy,cháy hôm tư đấy
3.0,quá thất vọng với cách làm việc này,thất vọng
3.0,họ không xứng đáng được tha thứ,xứng tha
3.0,chạy thử chưa xong đã nứt vỡ,chạy thử chưa xong nứt vỡ
3.0,dit nhau,dit
3.0,họ đang chơi đùa với lòng tin của người dân,đùa dân
3.0,người dân bị xem thường quá lâu rồi,dân
3.0,khi cô bé lớn lên kiểu tự dưng thấy hồi đó mình ngây thơ vãi,bé kiểu dưng hồi ngây thơ vãi
3.0,de gea có đang ảo tưởng không dù biết anh vẫn ổn định trong khung gỗ nhưng không phải một thủ môn toàn diện và nhất là điểm mạnh nhất của anh phản xạ cũng dần kém đi nếu vẫn muốn chơi bóng đỉnh cao ghì phải chấp nhận hiện thực và chứng tỏ bản thân không đáng với mức giá đó còn nếu muốn được xem là thủ môn có giá thì hãy sang ả rập mà chill,de gea ảo tưởng ổn định khung gỗ thủ môn toàn diện phản xạ dần kém đi bóng đỉnh ghì chấp hiện thực chứng tỏ giá thủ môn giá ả rập chill
3.0,khốn nạn thật,khốn nạn
3.0,làm mất danh dự của cả cộng đồng từ thiện,mất danh dự cộng đồng thiện
3.0,chỉ giỏi nói mà không làm,giỏi
3.0,phá hoại hình ảnh đại diện quốc gia,phá hoại hình ảnh đại diện quốc gia
3.0,tiền quyên góp không đến tay người cần,tiền quyên góp
3.0,khùng bả còn đang bị xử nhiều vụ nửa mà bửa cơm cúối cùng,khùng bả xử vụ nửa bửa cơm cúối
3.0,bọn nó thấy việt nam du lịch phát triễn nên cho người qua phá,bọn việt nam du lịch phát triễn phá
3.0,đội bóng chơi như không có chiến thuật gì cả,đội bóng chiến thuật
3.0,sao lại đánh người tàn nhẫn như vậy,sao đánh tàn nhẫn
3.0,người nghèo là người bị tổn thương nhất,nghèo tổn thương
3.0,ước gì trường tôi cg thế,ước trường cg
3.0,sâm chết ai cũng nừng sâm đa dâm quá,sâm chết nừng sâm đa dâm
3.0,uây năm rồi vẫn còn sống,uây sống
3.0,dạo này đói ăn quá nên có cái tin cđv mu phẫn nội vì blđ tăng vé phải nhai lại lần từ tin tối qua đến giờ à quân ngoo có khi nào nay lên hẳn video bú liếm về tin này không quân ngoo ra đi lắm người xem lắm đấy,dạo đói cđv mu phẫn nội blđ vé nhai tối quân ngoo hẳn video bú liếm quân ngoo đi lắm lắm đấy
3.0,giá đất tăng rồi giảm làm dân khốn đốn,giá đất dân khốn đốn
3.0,người già đau yếu phải dùng nước bẩn sinh hoạt,già đau yếu bẩn sinh hoạt
3.0,hoàng s nhìu chuyện quá bởi móc tùm lum đoàn đi đến chỗ la biết muốn ai nấu ăn phải có người nấu ăn chờ,hoàng s nhìu móc tùm lum đoàn đi chỗ la nấu nấu chờ
