label,comment,tokens
7.0,erva elfie ieoooo v,erva elfie ieoooo v
7.0,cốt truyện nhàm và lặp,cốt truyện_nhàm và lặp
7.0,không có điểm nhấn,không có điểm nhấn
7.0,môi trường sống khiến mình cảm thấy như bị hút cạn năng lượng,môi_trường sống khiến mình cảm_thấy như bị hút cạn năng_lượng
7.0,ngáp luôn,ngáp luôn
7.0,nội dung này mà cũng viral nội dung viral,nội_dung này mà cũng viral nội_dung viral
7.0,ôi dào cái này mà cũng gọi là content á,ôi_dào cái này mà cũng gọi_là content á
7.0,trời mưa dầm dai dẳng khiến ai cũng mệt mỏi,trời mưa_dầm dai_dẳng khiến ai cũng mệt_mỏi
7.0,công việc không hứng thú mà môi trường cũng chẳng truyền cảm hứng,công_việc không hứng_thú mà môi_trường cũng chẳng truyền_cảm_hứng
7.0,phim này kéo dài vô lý không cần thiết,phim này kéo_dài vô_lý không cần_thiết
7.0,giống bi hài kịch quá haha,giống bi hài_kịch quá haha
7.0,không hiểu cầu thủ đang đá vì điều gì luôn,không hiểu cầu_thủ đang đá vì điều gì luôn
7.0,xem mà thấy thời gian trôi chậm lại,xem mà thấy thời_gian trôi chậm lại
7.0,càng xem càng chán,càng xem càng chán
7.0,real madrid vô địch hoài nhàm chán chết hãy để đội khác lên ngôi giải năm sau còn hấp dẫn,real madrid vô_địch hoài_nhàm chán chết hãy để đội khác lên_ngôi giải năm sau còn hấp_dẫn
7.0,học hành kiểu này bảo sao học sinh mất động lực,học_hành kiểu này bảo sao học_sinh mất động_lực
7.0,không có ví dụ thực tế nên rất buồn ngủ,không có ví_dụ thực_tế nên rất buồn_ngủ
7.0,cứ mở tv là thấy những gương mặt cũ nói những điều cũ,cứ mở tv là thấy những gương_mặt cũ nói những điều cũ
7.0,mỗi ngày đều như một bức tường trắng trơn,mỗi ngày đều như một bức tường trắng trơn
7.0,trời cứ xám xịt làm tâm trạng cũng tụt dốc,trời cứ xám_xịt làm tâm_trạng cũng tụt dốc
7.0,kịch bản cũ kỹ và nhạt nhẽo,kịch_bản cũ_kỹ và nhạt nhẽo
7.0,mọi thứ diễn ra khá chậm và nhạt,mọi thứ diễn ra khá chậm và nhạt
7.0,tin tức toàn là dự thảo với dự thảo,tin_tức toàn là dự_thảo với dự_thảo
7.0,bài hát không tạo được cảm xúc,bài hát không tạo được cảm_xúc
7.0,tin tức mỗi ngày đều như nhau không có gì hấp dẫn,tin_tức mỗi ngày đều như nhau không có gì hấp_dẫn
7.0,xem xong không có gì để nhớ luôn á,xem xong không có gì để nhớ luôn á
7.0,không có gì hấp dẫn cả,không có gì hấp_dẫn cả
7.0,nội dung chương trình dài dòng và lặp lại,nội_dung chương_trình dài_dòng và lặp lại
7.0,lối đá như ru ngủ khán giả vậy đó,lối đá như ru ngủ khán_giả vậy đó
7.0,bài hát như lặp đi lặp lại chính nó,bài hát như lặp_đi_lặp_lại chính nó
7.0,nội dung này thiếu điểm nhấn quá,nội_dung này thiếu điểm nhấn quá
7.0,làm công nhân năm mà vẫn như cũ,làm công_nhân năm mà vẫn như cũ
7.0,cách dựng cảnh quá sơ sài,cách dựng_cảnh quá sơ_sài
7.0,ngồi xem cùng ba mẹ mà ngủ gật luôn,ngồi xem cùng ba_mẹ mà ngủ gật luôn
7.0,mọi thứ xung quanh đều quá dễ đoán và nhạt nhẽo,mọi thứ xung_quanh đều quá dễ_đoán và nhạt nhẽo
7.0,noi co xuống viên co duyên ghev,noi co xuống_viên co_duyên ghev
7.0,sống không có định hướng gì cả,sống không có định_hướng gì cả
7.0,nghe thời sự mà tin nào cũng một màu xám xịt,nghe thời_sự mà tin nào cũng một màu xám_xịt
7.0,chị là đàn bà lâu rồi ai không biết chuyên gia buscu đồng đội để đá pennn dành wc đó vvào cắn hộ,chị là đàn_bà lâu rồi ai không biết chuyên_gia buscu đồng_đội để đá pennn dành wc đó vvào cắn hộ
7.0,tôi không thấy điểm nhấn nào,tôi không thấy điểm nhấn nào
7.0,video lặp lại chủ đề cũ mòn,video lặp lại chủ_đề cũ mòn
7.0,nội dung gì mà nhạt toẹt,nội_dung gì mà nhạt_toẹt
7.0,nói lui nói tới,nói lui nói tới
7.0,mỗi ngày giống nhau như lặp đi lặp lại,mỗi ngày giống nhau như lặp_đi_lặp_lại
7.0,thí sinh không có cá tính ai cũng giống nhau,thí_sinh không có cá_tính ai cũng giống nhau
7.0,nói toàn chuyện xa vời không liên quan đến đời sống,nói toàn chuyện xa_vời không liên_quan đến đời_sống
7.0,đoạn kết quá tệ,đoạn kết quá tệ
7.0,nghe họp chính sách mà ngáp mấy lần,nghe họp chính_sách mà ngáp mấy lần
7.0,chính sách đưa ra mà dân không hiểu cũng không quan tâm,chính_sách đưa ra mà dân không hiểu cũng không quan_tâm
7.0,mỗi buổi sáng thức dậy chẳng còn điều gì khiến mình thấy háo hức,mỗi buổi sáng thức dậy chẳng còn điều gì khiến mình thấy háo_hức
7.0,phim nhiều thoại vô nghĩa quá,phim nhiều_thoại vô_nghĩa quá
7.0,video này không cứu nổi tâm trạng tui,video này không cứu nổi tâm_trạng tui
7.0,nội dung lặp lại quá nhiều,nội_dung lặp lại quá nhiều
7.0,cầu thủ chuyền qua chuyền lại như đá tập,cầu_thủ chuyền qua_chuyền lại như đá tập
7.0,thiếu sáng tạo hoàn toàn,thiếu sáng_tạo hoàn_toàn
7.0,cảm thấy bị hụt hẫng sau khi xem,cảm_thấy bị hụt_hẫng sau khi xem
7.0,muốn đi du lịch mà chẳng đủ tiền,muốn đi du_lịch mà chẳng đủ tiền
7.0,bài học dài lê thê mà không hấp dẫn,bài_học dài lê_thê mà không hấp_dẫn
7.0,chính sách cứ nhắc đi nhắc lại mà chẳng thấy gì thay đổi,chính_sách cứ nhắc_đi_nhắc_lại mà chẳng thấy gì thay_đổi
7.0,nội dung không có gì mới,nội_dung không có gì mới
7.0,học online mà thầy chỉ đọc bài chiếu powerpoint,học online mà thầy chỉ đọc bài chiếu powerpoint
7.0,nắng nóng quá độ đến mức chẳng muốn ra đường,nắng_nóng quá_độ đến mức chẳng muốn ra đường
7.0,điệp khúc nhạt nhẽo,điệp_khúc nhạt nhẽo
7.0,cuộc sống chỉ toàn nỗi lo,cuộc_sống chỉ toàn nỗi lo
7.0,nhìn đâu cũng thấy người than vãn,nhìn đâu cũng thấy người than_vãn
7.0,cau chuyện nhạt quá,cau chuyện nhạt quá
7.0,tôi không thấy chút sáng tạo nào trong đây,tôi không thấy chút sáng_tạo nào trong đây
7.0,không khí nơi này khiến mình muốn rời đi,không_khí nơi này khiến mình muốn rời đi
7.0,thiếu năng lượng và cuốn hút,thiếu năng_lượng và cuốn_hút
7.0,học mãi một dạng bài tập chán muốn khóc,học mãi một dạng bài_tập chán muốn khóc
7.0,sống kiểu cầm cự qua ngày,sống kiểu cầm_cự qua ngày
7.0,xem mãi không thấy cao trào,xem mãi không thấy cao_trào
7.0,ngày nào đi học cũng như một vòng lặp buồn tẻ,ngày nào đi học cũng như một vòng_lặp buồn_tẻ
7.0,nội dung như lặp từ video trước,nội_dung như lặp từ video trước
7.0,sáng đi làm tối về mệt rã rời,sáng đi làm tối về mệt_rã rời
7.0,thiếu điểm nhấn,thiếu điểm nhấn
7.0,từng dòng văn bản như viết cho có,từng dòng văn_bản như viết cho có
7.0,có cảm giác mình đang tồn tại chứ không phải sống,có cảm_giác mình đang tồn_tại chứ không phải sống
7.0,bài hát này không đặc sắc,bài hát này không đặc_sắc
7.0,không có cốt truyện nào mới hơn à gấu,không có cốt_truyện nào mới hơn à gấu
7.0,xem xong không để lại ấn tượng,xem xong không để lại ấn_tượng
7.0,đội hình chơi như đi dạo,đội_hình chơi như đi dạo
7.0,cảnh vật quen thuộc đến phát ngán,cảnh_vật quen_thuộc đến phát ngán
7.0,trận đấu buồn ngủ nhất tháng,trận đấu buồn_ngủ nhất tháng
7.0,nhân vật chính không để lại ấn tượng gì,nhân_vật chính không để lại ấn_tượng gì
7.0,không khí oi nồng cả đêm lẫn ngày chán thiệt,không_khí oi_nồng cả đêm lẫn ngày chán thiệt
7.0,mu bữa nay lối đá nhàm chán,mu bữa_nay lối đá nhàm chán
7.0,cứ cuối tháng lại lo sợ,cứ cuối tháng lại lo_sợ
7.0,giọng nói đều đều khiến tôi không thể tập trung,giọng nói đều_đều khiến tôi không_thể tập_trung
7.0,ngày nào cũng vậy chẳng có gì mới,ngày nào cũng vậy chẳng có gì mới
7.0,phim như đang kể chuyện cổ tích không hồi kết,phim như đang kể chuyện cổ_tích không hồi kết
7.0,noi dung hay nhung thuyet trinh vien can phai qua them mot khoa huan luyen nua doc tin tuc ma cu nhu la tra bai vay hay cham lai chut nua de người nghe co the tham nhuan nhung gi ma ban dang trinh bay hay la ban dang chay dua voi th g,noi_dung hay nhung thuyet trinh_vien can_phai qua them mot khoa huan luyen_nua doc tin tuc ma cu nhu la_tra bai vay hay cham lai chut_nua de người nghe co_the tham_nhuan nhung gi ma ban dang trinh_bay hay la_ban dang chay dua voi th g
7.0,xem nửa video đã muốn tắt,xem nửa_video đã muốn tắt
7.0,video này quá nhạt,video này quá nhạt
7.0,xem lần đầu cũng không thấy thú vị,xem lần đầu cũng không thấy thú_vị
7.0,lối đá không dứt khoát,lối đá không dứt_khoát
7.0,thời tiết hôm nay thật ngột ngạt và chán ngắt,thời_tiết hôm_nay thật ngột_ngạt và chán_ngắt
7.0,càng lớn càng thấy chán,càng lớn càng thấy chán
7.0,xem mà buồn ngủ,xem mà buồn ngủ
7.0,không có gì nổi bật,không có gì nổi_bật
7.0,xem đến giữa là biết kết thúc rồi,xem đến giữa là biết kết_thúc rồi
7.0,sống mãi cảnh thiếu trước hụt sau,sống mãi_cảnh thiếu trước hụt sau
7.0,nghe các chính trị gia nói mà buồn ngủ,nghe các chính_trị_gia nói mà buồn ngủ
7.0,video không có gì mới mẻ,video không có gì mới_mẻ
7.0,xem mà ngáp dài cả trận,xem mà ngáp dài cả trận
7.0,video chỉ để câu view chứ không có giá trị,video chỉ để câu view chứ không có giá_trị
7.0,chính sách không thực tế nên nghe rất chán,chính_sách không thực_tế nên nghe rất chán
7.0,ngồi học mà chỉ mong chuông reo hết giờ,ngồi học mà chỉ mong chuông reo hết giờ
7.0,ở đây không có thứ gì khiến mình muốn gắn bó,ở đây không có thứ gì khiến mình muốn gắn_bó
7.0,xung quanh chỉ toàn những bản mặt lạnh lùng,xung_quanh chỉ toàn những bản_mặt lạnh_lùng
7.0,thấy đời trôi qua mà không để lại dấu ấn,thấy đời trôi qua mà không để lại dấu_ấn
7.0,xem xong cảm thấy phí thời gian,xem xong cảm_thấy phí thời_gian
7.0,sáng làm chiều về tối mệt ngủ,sáng làm chiều về tối mệt ngủ
7.0,cảm giác như đang xem bản nháp,cảm_giác như đang xem bản nháp
7.0,xem mà muốn ngủ gật luôn á,xem mà muốn ngủ gật luôn á
7.0,tình yêu như đĩa thịt gà,tình_yêu như đĩa thịt gà
7.0,càng sống càng thấy mọi thứ trở nên vô vị,càng sống càng thấy mọi thứ trở_nên vô_vị
7.0,làm cả tháng mà không đủ tiền sinh hoạt,làm cả tháng mà không đủ tiền sinh_hoạt
7.0,cần thêm muối gấp,cần thêm muối gấp
7.0,clip này out vibe quá trời,clip này out vibe quá trời
7.0,chính sách viết dài dòng mà nội dung chẳng có gì,chính_sách viết dài_dòng mà nội_dung chẳng có gì
7.0,đã cố gắng nhưng vẫn không khá lên,đã cố_gắng nhưng vẫn không khá lên
7.0,lớp học không khí nặng nề thiếu sức sống,lớp_học không_khí nặng_nề thiếu sức_sống
7.0,quá nhàm và thiếu ý tưởng,quá nhàm và thiếu ý_tưởng
7.0,xem mà buồn ngủ thật,xem mà buồn_ngủ thật
7.0,lắng nghe góp ý nhưng rồi vẫn y như cũ,lắng_nghe góp_ý nhưng rồi vẫn y_như cũ
7.0,nội dung này chưa tới thiếu chiều sâu,nội_dung này chưa tới thiếu chiều sâu
7.0,tôi bỏ dở giữa chừng vì không cuốn,tôi bỏ_dở giữa_chừng vì không cuốn
7.0,nội dung chỉ xoay quanh một ý chính,nội_dung chỉ xoay quanh một ý chính
7.0,phim dài dòng và lặp lại ý cũ,phim dài_dòng và lặp lại ý cũ
7.0,xem lần đầu đã muốn tắt,xem lần đầu đã muốn tắt
7.0,diễn xuất như đọc kịch bản,diễn_xuất như đọc kịch_bản
7.0,tin tức kinh tế chỉ thấy tiêu cực,tin_tức kinh_tế chỉ thấy tiêu_cực
7.0,chán,chán
7.0,nghe chi mieng toi pham mieng phat tam xa,nghe chi mieng toi pham mieng phat tam_xa
7.0,cầu thủ di chuyển chậm chạp,cầu_thủ di_chuyển chậm_chạp
7.0,tôi không thấy điểm mới nào cả,tôi không thấy điểm mới nào cả
7.0,nhìn là muốn tắt rồi,nhìn là muốn tắt rồi
7.0,xem show trấn thành mà buồn ngủ,xem show trấn_thành mà buồn ngủ
7.0,mới coi s mà thấy hết hứng,mới coi s mà thấy hết hứng
7.0,càng cố gắng hòa nhập càng thấy xa lạ,càng cố_gắng hòa nhập càng thấy xa_lạ
7.0,mỗi ngày thức dậy chỉ để lặp lại,mỗi ngày thức dậy chỉ để lặp lại
7.0,piu,piu
7.0,chờ tới hupes đại học sư phạm tdtt hà nội chắc cũng tới tết,chờ tới hupes đại_học sư_phạm tdtt hà_nội chắc cũng tới tết
7.0,chính sách tốt trên giấy nhưng chẳng thấy áp dụng thực tế,chính_sách tốt trên giấy nhưng chẳng thấy áp_dụng thực_tế
7.0,học cả buổi chỉ nghe đọc slide,học cả buổi chỉ nghe đọc slide
7.0,con người giờ như robot sống theo khuôn mẫu,con_người giờ như robot sống theo khuôn_mẫu
7.0,sống giữa phố mà cảm giác lạc lõng,sống giữa phố mà cảm_giác lạc_lõng
7.0,nghe giảng mà tưởng mình đang nghe tiếng ru,nghe giảng mà tưởng mình đang nghe tiếng ru
7.0,món nào cũng chiên rán không có gì mới,món nào cũng chiên rán không có gì mới
7.0,làm cho nhau rung động đã khó duy trì được lại càng khó,làm cho nhau rung_động đã khó duy_trì được lại càng khó
7.0,nội dung không đầu không cuối,nội_dung không đầu không cuối
7.0,ủa rùi sao chán vậy trời,ủa rùi sao chán vậy trời
7.0,nội dung không đầu không đuôi,nội_dung không đầu không đuôi
7.0,xã hội hiện tại như một chiếc máy phát chán,xã_hội hiện_tại như một chiếc máy phát chán
7.0,phim như quay để cho có thôi,phim như quay để cho có thôi
7.0,dành thời gian tuần đẻ suy nghĩ về cái mình cần phải làm giỏi nhất lúc này có thể liệt kê ra giấy nghĩ về cách thực hiện để có thể đến được mục tiêu đó dành toàn thời gian để thực hành,dành thời_gian tuần đẻ suy_nghĩ về cái mình cần phải làm giỏi nhất lúc này có_thể liệt_kê ra giấy nghĩ về cách thực_hiện để có_thể đến được mục_tiêu đó dành toàn thời_gian để thực_hành
7.0,bài hát nghe như chép lại từ bài cũ,bài hát nghe như chép lại từ bài cũ
7.0,sống như cái máy,sống như cái máy
7.0,nội dung nhàm và không thuyết phục,nội_dung nhàm và không thuyết_phục
7.0,mỗi tháng đều phải thắt lưng buộc bụng,mỗi tháng đều phải thắt_lưng buộc bụng
7.0,các chương trình chính trị chỉ toàn nói mà không làm,các chương_trình chính_trị chỉ toàn nói mà không làm
7.0,trời mưa lâm râm cả tuần quá chán,trời mưa lâm_râm cả tuần quá chán
7.0,ai cũng bận rộn mà chẳng ai sống thật sự,ai cũng bận_rộn mà chẳng ai sống thật_sự
7.0,xem hội nghị mà như xem kịch,xem hội_nghị mà như xem kịch
7.0,chán nản khi nhìn số dư tài khoản,chán_nản khi nhìn số_dư tài_khoản
7.0,ngồi học mà mắt cứ díu lại vì chán,ngồi học mà mắt cứ díu lại vì chán
7.0,cuộc sống cứ phẳng lặng như mặt hồ không gợn sóng,cuộc_sống cứ phẳng_lặng như mặt hồ không gợn sóng
7.0,sao mà nhạt thế này không hiểu luôn á,sao mà nhạt thế_này không hiểu luôn á
7.0,coi xong hết mất ngủ,coi xong hết mất_ngủ
7.0,cả đời làm công nhân mà chẳng thay đổi được gì,cả đời làm công_nhân mà chẳng thay_đổi được gì
7.0,bác sỹ đang tư vấn lại cứ chen ngang,bác sỹ đang tư_vấn lại cứ chen ngang
7.0,nội dung sao mà nhàm chán quá,nội_dung sao mà nhàm chán quá
7.0,xem tin tức chính trị thấy toàn hứa hẹn rồi quên,xem tin_tức chính_trị thấy toàn hứa_hẹn rồi quên
7.0,đỉnh đâu hong thấy chỉ thấy buồn ngủ,đỉnh đâu hong thấy chỉ thấy buồn ngủ
7.0,xem phim phút đã đoán được kết thúc,xem phim phút đã đoán được kết_thúc
7.0,ngồi họp mà chỉ muốn ngủ gật,ngồi họp mà chỉ muốn ngủ gật
7.0,toàn thoại dài lê thê chả có cao trào gì cả,toàn_thoại dài lê thê_chả có cao_trào gì cả
7.0,câu chuyện trong video không logic,câu_chuyện trong video không logic
7.0,mọi thứ như một vòng xoay buồn tẻ,mọi thứ như một vòng xoay buồn_tẻ
7.0,sống trong căn phòng như không khí ngừng lưu thông,sống trong căn phòng như_không_khí ngừng lưu_thông
7.0,âm thanh đơn điệu và nhàm chán,âm_thanh đơn_điệu và nhàm chán
7.0,lối sống hiện đại nhưng quá lạnh lùng và đơn điệu,lối sống hiện_đại nhưng quá lạnh_lùng và đơn_điệu
7.0,xem mà không thấy điểm sáng nào cả,xem mà không thấy điểm sáng nào cả
7.0,phim nào của trấn thành cũng na ná nhau,phim nào của trấn_thành cũng na_ná nhau
7.0,chán đến mức không muốn mở máy đi làm nữa,chán đến mức không muốn mở máy đi làm nữa
7.0,rất chán,rất chán
7.0,bộ phim dài lê thê mà không có nội dung,bộ phim dài lê_thê mà không có nội_dung
7.0,xã hội cứ đều đều mà không có chất sống,xã_hội cứ đều_đều mà không có chất sống
7.0,diễn giả nói mà không có cảm xúc,diễn giả nói mà không có cảm_xúc
7.0,nội dung chắp vá và thiếu logic,nội_dung chắp_vá và thiếu logic
7.0,không khí nơi này ngột ngạt và vô vị,không_khí nơi này ngột_ngạt và vô_vị
7.0,chỉ mong hết giờ để về nhà,chỉ mong hết giờ để về nhà
7.0,nội dung không khiến tôi quan tâm nổi,nội_dung không khiến tôi quan_tâm nổi
7.0,xem mà thở hổng ra hơi luôn á,xem mà thở hổng ra hơi luôn á
7.0,cách trình bày gây buồn ngủ,cách trình_bày gây buồn_ngủ
7.0,bài hát không có hồn và sáng tạo,bài hát không có hồn và sáng_tạo
7.0,thật sự không biết ai sẽ xem lại lần hai,thật_sự không biết ai sẽ xem_lại lần hai
7.0,cầu thủ đá như vừa ngủ dậy vậy đó,cầu_thủ đá như vừa ngủ dậy vậy đó
7.0,tiền kiếm được vừa vào đã bay mất,tiền kiếm được vừa vào đã bay mất
7.0,thảo luận chính trị mà như tranh cãi học sinh,thảo_luận chính_trị mà như tranh_cãi học_sinh
7.0,đời sống bây giờ không khác gì chạy đua với nợ nần,đời_sống bây_giờ không khác_gì chạy_đua với nợ_nần
7.0,mỗi lần họp là y như nhau,mỗi lần họp là y_như nhau
7.0,như đang xem một video cũ cách đây năm,như đang xem một video cũ cách đây năm
7.0,thông báo chính sách mà đọc xong không hiểu gì,thông_báo chính_sách mà đọc xong không hiểu gì
7.0,các chính sách cứ mang tính hình thức thiếu thực tiễn,các chính_sách cứ mang tính hình_thức thiếu thực_tiễn
7.0,bao năm rồi vẫn cùng một cách làm cũ kỹ,bao năm rồi vẫn cùng một_cách làm cũ_kỹ
7.0,xem mà chỉ biết thở dài,xem mà chỉ biết thở_dài
7.0,xem phút đã muốn bỏ giữa chừng,xem phút đã muốn bỏ giữa chừng
7.0,kỹ xảo cũng không cứu nổi phần nội dung,kỹ_xảo cũng không cứu nổi phần nội_dung
7.0,bao năm cố gắng mà vẫn không thoát được nghèo,bao năm cố_gắng mà vẫn không thoát được nghèo
7.0,ngay mong moi chuyen se vuot qua tat ca,ngay mong moi chuyen se vuot qua tat ca
7.0,phim chỉ được cái tên còn nội dung thì chán,phim chỉ được cái tên còn nội_dung thì chán
7.0,buồngê,buồngê
7.0,nản luôn coi tới đâu buồn ngủ tới đó,nản luôn coi tới đâu buồn_ngủ tới đó
7.0,không thấy gì đặc biệt trong phần nhạc,không thấy gì đặc_biệt trong phần nhạc
7.0,mệt,mệt
7.0,đi làm mà không thấy vui vẻ gì,đi làm mà không thấy vui_vẻ gì
7.0,mọi thứ chỉ là tạm bợ,mọi thứ chỉ là tạm_bợ
7.0,video quá mờ nhạt so với tiêu đề,video quá mờ_nhạt so với tiêu_đề
7.0,sáng cà phê chiều thở dài,sáng cà_phê chiều thở_dài
7.0,công việc không đam mê mà cũng không bỏ được,công_việc không đam_mê mà cũng không bỏ được
7.0,biết vậy đéo coi phí thời gian,biết vậy đéo coi_phí thời_gian
7.0,không biết bao giờ mới thoát khỏi cảnh này,không biết bao_giờ mới thoát khỏi cảnh này
7.0,đầng là đàn bà lâu rồi ai không biết chuyên gia buscu đồng đội để được đá pennn,đầng là đàn_bà lâu rồi ai không biết chuyên_gia buscu đồng_đội để được đá pennn
7.0,thiếu sáng tạo nghiêm trọng,thiếu sáng_tạo nghiêm_trọng
7.0,trận này mà chiếu buổi tối là khán giả ngủ hết,trận này mà chiếu buổi tối là khán_giả ngủ hết
7.0,phim chiếu rạp mà như phim truyền hình dài tập,phim chiếu_rạp mà như phim_truyền_hình dài tập
7.0,ngày nào cũng oi bức như thiêu như đốt,ngày nào cũng oi_bức như thiêu như đốt
7.0,co như mi nh không buô i tô i coi thi sơ va i đa n co n buô i sa người thi thâ y hay chư không sơ,co như mi nh không buô i tô i coi thi sơ_va i đa_n co_n buô i sa người thi thâ_y hay chư không sơ
7.0,ý tưởng cũ kỹ và không hấp dẫn,ý_tưởng cũ_kỹ và không hấp_dẫn
7.0,các chương trình nấu ăn bây giờ chẳng có gì hấp dẫn,các chương_trình nấu_ăn bây_giờ chẳng có gì hấp_dẫn
7.0,xem xong không nhớ nổi video nói gì,xem xong không nhớ nổi_video nói gì
7.0,chương trình kéo dài mà không có cao trào,chương_trình kéo_dài mà không có cao_trào
7.0,trời u ám kéo dài suốt mấy tuần,trời u_ám kéo_dài suốt mấy tuần
7.0,mỗi ngày giống như một bản sao của ngày trước,mỗi ngày giống như một bản_sao của ngày trước
7.0,video dài lê thê không có điểm nhấn,video dài lê_thê không có điểm nhấn
7.0,thiếu yếu tố bất ngờ,thiếu yếu_tố bất_ngờ
7.0,coi xong thấy não trống rỗng lun á,coi xong thấy não trống_rỗng lun_á
7.0,sáng mở mắt là nghĩ đến tiền,sáng mở_mắt là nghĩ đến tiền
7.0,ngày nào cũng vậy tháng nào cũng vậy,ngày nào cũng vậy tháng nào cũng vậy
7.0,xem xong không đọng lại gì,xem xong không đọng lại gì
7.0,cái vibe nó mệt mỏi sao á,cái vibe nó mệt_mỏi sao á
7.0,sao này chị này sẽ làm vlog,sao này chị này sẽ làm vlog
7.0,content này vibe quá rùi á mn,content này vibe quá rùi á_mn
7.0,sadhu sadhu lành thay con xin tri ân thầy,sadhu sadhu_lành thay con xin tri_ân thầy
7.0,chán tới mức định thoát giữa chừng,chán tới mức định_thoát giữa chừng
7.0,chính sách nói thì hay nhưng làm thì không tới,chính_sách nói thì hay nhưng làm thì không tới
7.0,hát như này nghèo là phải,hát như này nghèo là phải
7.0,không có ý tưởng gì khác à,không có ý_tưởng gì khác à
7.0,cả tuần chỉ đợi đến cuối tuần,cả tuần chỉ đợi đến cuối tuần
7.0,đội kia chơi như đang cố câu giờ từ phút đầu,đội kia chơi như đang cố câu giờ từ phút đầu
7.0,ginghiepchuongcuabanthangiadinhbetatqua,ginghiepchuongcuabanthangiadinhbetatqua
7.0,khó khăn chồng chất mỗi ngày,khó_khăn chồng_chất mỗi ngày
7.0,tôi ngủ gật giữa lúc họ đang tranh luận,tôi ngủ_gật giữa lúc họ đang tranh_luận
7.0,không còn gì làm mình cảm thấy hứng thú,không còn gì làm mình cảm_thấy hứng thú
7.0,họp hành suốt mà không thấy kết quả nào khả quan,họp hành_suốt mà không thấy kết_quả nào khả_quan
7.0,diễn biến không hấp dẫn tẹo nào,diễn_biến không hấp_dẫn tẹo nào
7.0,thấy người ta giàu còn mình thì lẹt đẹt,thấy người ta giàu còn mình thì lẹt_đẹt
7.0,bài giảng lê thê như ru ngủ,bài giảng lê_thê như ru ngủ
7.0,nấu ăn không có cảm hứng chỉ chép công thức,nấu_ăn không có cảm_hứng chỉ chép công_thức
7.0,phim dài dòng không cần thiết,phim dài_dòng không cần_thiết
7.0,một màu dễ đoán thiếu kịch tính,một màu dễ đoán thiếu kịch tính
7.0,áp lực tài chính không buông tha,áp_lực tài_chính không buông_tha
7.0,cuộc sống bây giờ chỉ toàn hoá đơn,cuộc_sống bây_giờ chỉ toàn hóa đơn
7.0,giá cả lên từng ngày mà không biết phải làm sao,giá_cả lên từng ngày mà không biết phải làm_sao
7.0,làm khùng khùng điên điên,làm khùng khùng điên_điên
7.0,tuổi miệng lanh như sáo vậy mà chậm gì nhưng lanh quá thành ra lanh chanh,tuổi miệng_lanh như sáo vậy_mà chậm gì nhưng lanh quá thành_ra lanh chanh
7.0,tôi đã quá quen với việc chẳng có gì thú vị,tôi đã quá quen với việc chẳng có gì thú_vị
7.0,thấy tên nghị định là muốn lướt qua luôn,thấy tên nghị_định là muốn lướt qua luôn
7.0,video này như dàn dựng gượng ép,video này như dàn_dựng gượng ép
7.0,nhàm quá rồi nói nhiều quanh quẩn,nhàm quá rồi nói nhiều quanh_quẩn
7.0,luyên thuyên,luyên thuyên
7.0,bài học mà không có lấy một điểm nhấn hấp dẫn,bài_học mà không có lấy một điểm nhấn hấp_dẫn
7.0,nền kinh tế công nghiệp ngày càng tẻ nhạt,nền kinh_tế công_nghiệp ngày_càng tẻ nhạt
7.0,em coi cay dam ma ao gi dau,em coi cay dam ma ao gi dau
7.0,xem một lần là không muốn xem lại,xem một lần là không muốn xem_lại
7.0,video chẳng có chút sáng tạo nào,video chẳng có chút sáng_tạo nào
7.0,thành phố chỉ toàn tiếng ồn và sự vô vị,thành_phố chỉ toàn tiếng ồn và sự vô_vị
7.0,video này như bản sao của hàng trăm video khác,video này như bản_sao của hàng trăm video khác
7.0,cuộc sống như thế này bao giờ mới khá hơn,cuộc_sống như thế_này bao_giờ mới khá hơn
7.0,cảnh phim cứ kéo dài mà không cần thiết,cảnh phim cứ kéo_dài mà không cần_thiết
7.0,phim củ lôn,phim củ lôn
7.0,nội dung quá dễ đoán,nội_dung quá dễ đoán
7.0,đầu tư cảnh trí nhưng kịch bản quá yếu,đầu_tư cảnh_trí nhưng kịch_bản quá yếu
7.0,đéo biết nói gì,đéo biết nói gì
7.0,lối đá thiếu đột phá đến mức bực mình,lối đá thiếu đột_phá đến mức bực_mình
7.0,kết hơn nhảm á,kết hơn nhảm á
7.0,đây không phải nội dung tôi mong chờ,đây không phải nội_dung tôi mong_chờ
7.0,phim này lồng tiếng nghe rất chán,phim này lồng_tiếng nghe rất chán
7.0,lúc nào cũng đang xem xét và đang đề xuất,lúc_nào cũng đang xem_xét và đang đề_xuất
7.0,đang vui mà xem xong tụt mood liền,đang vui mà xem xong tụt mood liền
7.0,cả tập phim mà không có gì nổi bật,cả tập phim mà không có gì nổi_bật
7.0,cứ quay cuồng trong vòng lặp vô cảm,cứ quay_cuồng trong vòng_lặp vô_cảm
7.0,phim lê thê không có điểm nhấn gì cả,phim lê_thê không có điểm nhấn gì cả
7.0,nhà xưởng đầy khói bụi và tiếng ồn,nhà_xưởng đầy khói bụi và tiếng ồn
7.0,mỗi mùa họp quốc hội là một mùa ngáp dài,mỗi mùa họp quốc_hội là một mùa ngáp dài
7.0,phim thiếu chiều sâu tâm lý nhân vật,phim thiếu chiều sâu tâm_lý nhân_vật
